,R,G,B,count
0,254.5943674183967,254.5943735811234,254.57964641996887,117281
1,163.18551753133758,163.18552151366472,166.30752662643073,31267
2,69.47814179339102,69.47814347424782,69.38330155110695,6713
3,223.8878511237965,223.88785654435216,223.98296030058464,38145
4,58.746186462772755,58.746187664134496,37.31676159790574,2422
5,114.37174385592894,114.37174660888874,112.85716039749278,9061
6,194.4513245206444,194.45132925411772,197.02039160685433,22611
