,R,G,B,count
0,254.50275833256035,254.6132110060552,254.57914751750303,117281
1,149.39555029888123,166.0211296870523,166.2324265575573,31267
2,71.58583146905323,69.0447427293058,69.39478001491602,6713
3,192.1707387406286,230.40979394956122,223.81022911969856,38145
4,164.55123966942156,36.98966942148425,37.892975206613585,2422
5,114.66114424563688,114.31223768500195,112.85873647007021,9061
6,170.89204369554574,199.29578523727267,196.89208792180935,22611
